Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
2025-07-01,CB,239.1,234.81,240.78,233.19,5860004,91048775510.20407,14.92,1.75,15.74,285.65,207.66,Financials
2025-07-01,COST,878.08,872.74,889.66,866.61,9665238,379018514285.7143,36.21,0.48,24.1,1054.11,621.45,Consumer Staples
2025-07-01,CRM,274.33,281.25,283.51,272.09,34199158,265909090909.0909,43.38,0.0,6.48,356.82,220.33,Technology
2025-07-01,CVX,157.65,151.67,158.38,150.57,24338492,270672615384.61536,13.08,3.18,11.6,169.74,122.59,Energy
2025-07-01,DIS,114.12,114.32,115.03,113.46,5792183,197277876106.1947,37.17,0.0,3.08,127.51,80.33,Communication Services
2025-07-01,DUK,114.39,113.34,114.62,112.32,6424866,84489818181.81818,17.04,4.09,6.65,128.15,96.68,Utilities
2025-07-01,ELV,540.41,553.54,555.56,538.62,6876605,124671171171.17116,13.95,1.03,39.68,739.64,380.5,Healthcare
2025-07-01,GE,172.23,174.41,175.43,170.47,6103480,184376285714.2857,28.41,0.41,6.14,196.42,140.25,Industrials
2025-07-01,GILD,77.93,79.59,80.54,77.27,3056222,94513125000.0,18.43,3.91,4.32,101.66,56.78,Healthcare
2025-07-01,GOOGL,178.83,179.51,180.21,176.43,36312247,2135813031161.473,27.43,0.0,6.54,239.9,152.67,Communication Services
2025-07-01,GS,456.33,459.56,462.51,450.8,7496985,154851739130.43478,12.16,2.04,37.79,503.75,416.96,Financials
2025-07-01,HD,379.75,382.03,385.98,376.41,29000779,397729863013.69867,25.16,2.51,15.18,481.95,262.39,Consumer Discretionary
2025-07-01,HON,216.92,214.73,220.03,212.87,2849437,144817906976.74417,24.63,2.04,8.72,264.42,156.63,Industrials
2025-07-01,IBM,201.7,199.98,204.11,197.98,4902428,179469230769.23077,24.77,3.25,8.07,231.71,144.45,Technology
2025-07-01,INTC,37.95,36.99,38.43,36.8,13658485,142675714285.7143,17.78,1.43,2.08,42.61,26.65,Technology
2025-07-01,INTU,649.38,663.53,669.69,647.57,4673787,178642692307.69232,66.51,0.55,9.98,801.04,565.82,Technology
2025-07-01,ISRG,470.43,479.04,484.79,467.91,6253342,161415652173.91306,50.68,0.0,9.45,566.44,319.28,Healthcare
2025-07-01,JNJ,167.15,163.79,167.82,163.37,32909210,413163963963.9639,18.29,2.87,8.96,208.06,137.47,Healthcare
2025-07-01,JPM,216.36,214.22,217.88,212.52,17456827,598783614457.8313,13.41,2.39,15.97,288.19,181.75,Financials
2025-07-01,KO,67.16,66.11,67.84,65.96,10955522,288299248120.3007,24.33,2.76,2.72,83.71,53.42,Consumer Staples
2025-07-01,LLY,930.45,953.28,962.04,927.21,19079622,852934736842.1052,46.95,1.16,20.3,1205.46,753.54,Healthcare
2025-07-01,LMT,491.72,497.35,503.89,486.0,2254940,119156770833.33333,16.52,2.44,30.11,650.72,429.02,Industrials
2025-07-01,LOW,236.8,234.04,238.3,231.06,12615813,148066122448.97958,25.29,1.94,9.25,254.53,190.52,Consumer Discretionary
2025-07-01,MA,479.08,490.0,492.81,477.55,18785111,459374999999.99994,37.05,0.51,13.23,578.64,318.68,Financials
2025-07-01,MDLZ,70.32,69.79,70.87,69.57,13638729,89595270270.27028,18.95,2.26,3.68,83.82,62.02,Consumer Staples
2025-07-01,MDT,93.72,92.21,95.01,90.92,5728598,117823888888.88887,14.76,3.51,6.25,120.77,76.79,Healthcare
2025-07-01,META,494.52,502.08,507.32,487.73,70268923,1391904950495.0496,22.92,0.4,21.91,558.74,359.63,Communication Services
2025-07-01,MMC,205.19,209.42,211.98,203.05,10212977,102274883720.93022,21.83,1.73,9.59,276.98,171.9,Financials
2025-07-01,MRK,133.74,131.26,135.27,130.75,20993677,323101538461.53845,17.76,2.49,7.39,158.23,95.01,Healthcare
2025-07-01,MS,100.76,102.74,103.17,100.45,11542603,169520999999.99997,13.72,2.92,7.49,130.33,87.02,Financials
2025-07-01,MSFT,439.19,436.34,444.86,432.53,51969691,3109549425287.356,30.37,0.7,14.37,544.0,312.35,Technology
2025-07-01,NEE,75.47,74.68,76.25,73.61,3086765,154027500000.00003,20.73,2.81,3.6,87.44,66.23,Utilities
2025-07-01,NFLX,695.45,712.03,717.6,685.29,9151529,295360592592.5926,37.76,0.0,18.86,878.27,517.03,Communication Services
2025-07-01,NKE,85.88,84.57,86.25,84.13,7436009,126854999999.99998,29.61,1.05,2.86,109.92,59.58,Consumer Discretionary
2025-07-01,NOW,823.86,832.47,839.41,821.6,10928188,171390882352.94116,86.88,0.0,9.58,962.57,747.22,Technology
2025-07-01,NVDA,512.17,510.52,517.55,508.3,89235910,2858912000000.0,43.1,0.0,11.85,648.38,368.13,Technology
2025-07-01,ORCL,153.81,156.37,157.55,151.79,33026180,445256949152.5424,24.57,1.03,6.36,199.23,109.99,Technology
2025-07-01,PEP,178.12,182.15,183.4,175.97,11822577,237806944444.44446,22.35,2.51,8.15,230.79,154.21,Consumer Staples
2025-07-01,PFE,28.83,29.3,29.5,28.74,9695665,155951612903.2258,10.73,5.79,2.73,37.64,22.85,Healthcare
2025-07-01,PG,177.36,174.29,179.78,172.11,9416553,394046956521.73914,23.44,2.18,7.44,195.18,146.31,Consumer Staples
2025-07-01,PLD,130.13,129.15,130.47,127.52,14789499,124182692307.6923,39.29,3.07,3.29,165.94,115.39,Real Estate
2025-07-01,PM,110.47,109.98,110.83,108.54,12208269,164970000000.0,18.13,4.65,6.07,120.7,77.67,Consumer Staples
2025-07-01,PYPL,71.0,70.24,71.22,70.1,13771111,75257142857.14285,20.42,0.0,3.44,81.14,63.37,Financials
2025-07-01,QCOM,212.46,215.11,217.02,211.43,25856791,225115116279.06976,19.16,1.92,11.23,282.37,179.21,Technology
2025-07-01,REGN,1141.65,1168.24,1182.22,1126.56,3412379,122134181818.18182,19.79,0.0,59.03,1435.48,765.21,Healthcare
2025-07-01,RTX,121.12,119.77,122.19,119.33,14114814,157994468085.10638,19.17,2.44,6.25,130.76,91.65,Industrials
2025-07-01,SCHW,82.44,80.7,82.82,79.56,9763521,136181250000.0,19.34,1.13,4.17,93.2,58.1,Financials
2025-07-01,SO,85.74,84.54,86.22,84.37,7684361,87523764705.88237,19.95,3.6,4.24,100.76,61.34,Utilities
2025-07-01,SPGI,461.52,472.99,474.4,458.48,7888659,149094673913.0435,41.32,0.76,11.45,636.1,349.38,Financials
2025-07-01,SYK,366.99,357.95,370.92,353.78,13316498,130603378378.37837,33.45,0.84,10.7,471.48,327.76,Healthcare
2025-07-01,T,19.39,19.33,19.49,19.22,2748028,124264285714.2857,8.02,6.59,2.41,23.09,16.4,Communication Services
2025-07-01,TJX,116.72,115.93,118.27,115.42,13915910,130421250000.00002,22.26,1.18,5.21,155.06,85.73,Consumer Discretionary
2025-07-01,TMO,585.08,599.58,604.14,583.9,26767592,227426896551.72415,23.8,0.3,25.19,712.36,499.82,Healthcare
2025-07-01,TSLA,260.43,264.13,265.51,258.67,33140417,863501923076.923,51.11,0.0,5.17,312.43,176.1,Consumer Discretionary
2025-07-01,TXN,202.96,209.26,211.8,200.11,14122834,188844390243.90244,27.37,2.49,7.65,250.39,146.48,Technology
2025-07-01,UBER,78.28,78.63,78.84,77.17,8069991,152018000000.0,29.69,0.0,2.65,89.33,55.5,Technology
2025-07-01,UNH,580.62,573.32,584.92,565.92,30226451,525543333333.3334,27.35,1.12,20.96,755.81,441.52,Healthcare
2025-07-01,UNP,261.49,257.04,263.1,253.57,11525361,156240000000.0,23.04,2.02,11.16,321.86,187.97,Industrials
2025-07-01,UPS,163.79,167.73,168.48,162.88,5964819,135266129032.25807,15.39,3.34,10.9,187.76,119.08,Industrials
2025-07-01,V,303.63,307.5,310.97,300.84,27310806,615000000000.0,32.19,0.75,9.55,358.96,280.2,Financials
2025-07-01,VRTX,469.96,477.72,480.99,468.45,13659860,124406250000.00002,29.95,0.0,15.95,577.1,369.26,Healthcare
2025-07-01,VZ,46.48,46.03,47.15,45.77,11271414,179005555555.55557,8.03,6.7,5.73,49.97,39.15,Communication Services
2025-07-01,WMT,71.58,70.57,71.97,69.71,18141594,552716083916.0839,25.13,1.18,2.81,89.94,63.23,Consumer Staples
2025-07-01,XOM,116.72,115.68,117.05,115.39,21486579,453276734693.87756,14.95,3.05,7.74,131.18,98.38,Energy
2025-07-01,ZTS,149.92,153.51,155.13,149.25,9499003,69591199999.99998,23.41,0.69,6.56,188.32,103.46,Healthcare
2025-07-02,AAPL,196.35,193.97,197.2,192.71,70814457,3027824390243.9023,29.68,0.49,6.54,223.63,165.72,Technology
2025-07-02,ABBV,184.79,185.12,186.14,182.46,16874700,314450410958.9041,13.76,3.24,13.45,211.34,130.92,Healthcare
2025-07-02,ABT,121.52,120.0,122.52,119.03,17872179,200000000000.0,22.16,1.71,5.42,157.05,99.68,Healthcare
2025-07-02,ADBE,597.15,615.39,623.78,591.66,15382401,266669000000.0,47.05,0.0,13.08,687.87,454.6,Technology
2025-07-02,ADP,257.08,254.44,259.17,252.3,14706318,104769411764.70587,25.31,2.23,10.05,315.63,228.31,Financials
2025-07-02,AMD,172.9,171.82,174.8,171.22,27066707,260333333333.3333,38.04,0.0,4.52,198.73,120.9,Technology
2025-07-02,AMGN,303.63,301.09,304.66,298.21,5571067,153012950819.67212,14.28,2.85,21.08,405.87,269.69,Healthcare
2025-07-02,AMT,200.67,196.01,201.21,195.2,12320409,90833902439.02438,31.51,2.53,6.22,222.86,176.86,Real Estate
2025-07-02,AMZN,181.24,185.63,187.82,179.01,62300190,1909337142857.143,35.68,0.0,5.2,227.67,139.92,Consumer Discretionary
2025-07-02,AVGO,1709.92,1688.01,1723.9,1670.44,24326656,774498705882.3529,34.1,1.7,49.5,2108.89,1238.21,Technology
2025-07-02,BAC,41.12,41.99,42.46,40.51,34704618,312483720930.23254,13.27,2.12,3.16,50.39,32.1,Financials
2025-07-02,BKNG,3842.26,3860.94,3917.16,3789.61,11694011,138993840000.0,22.94,0.0,168.31,4566.28,3442.3,Consumer Discretionary
2025-07-02,BLK,893.34,889.7,899.85,884.84,11371179,137268000000.00002,18.96,2.18,46.93,1116.0,659.78,Financials
2025-07-02,BMY,53.93,53.22,54.48,52.5,7718781,101601818181.81818,11.78,4.32,4.52,71.67,35.95,Healthcare
2025-07-02,BRK.B,434.05,433.7,436.46,428.2,25386087,897310344827.5862,16.01,0.0,27.09,571.3,394.22,Financials
2025-07-02,C,67.68,67.14,68.28,66.39,8232686,129115384615.3846,10.11,4.12,6.64,80.88,47.37,Financials
2025-07-02,CAT,360.88,359.32,363.08,357.35,5191350,186846400000.0,15.56,2.07,23.09,396.81,292.54,Industrials
2025-07-02,CB,237.1,240.96,243.41,235.03,3762004,93433469387.75511,14.66,2.02,16.44,291.16,206.04,Financials
2025-07-02,COST,850.68,843.71,859.8,831.9,15538463,366411200000.00006,38.89,0.51,21.69,1002.0,626.97,Consumer Staples
2025-07-02,CRM,269.9,270.63,272.77,267.04,13139163,255868363636.36365,38.26,0.0,7.07,359.33,194.2,Technology
2025-07-02,CVX,159.93,162.88,164.37,157.76,14436881,290678153846.1538,14.81,3.16,11.0,195.34,148.09,Energy
2025-07-02,DIS,113.85,115.29,116.54,112.85,9320307,198951769911.50443,30.27,0.0,3.81,131.14,88.07,Communication Services
2025-07-02,DUK,114.2,115.51,116.16,112.61,2684571,86107454545.45456,16.62,3.93,6.95,128.95,84.47,Utilities
2025-07-02,ELV,537.67,548.84,555.67,530.6,13141300,123612612612.61263,17.34,1.1,31.65,679.9,433.47,Healthcare
2025-07-02,GE,167.11,167.96,170.35,165.75,2590207,177557714285.7143,28.72,0.38,5.85,181.56,113.02,Industrials
2025-07-02,GILD,78.2,76.97,79.37,76.68,13675496,91401875000.0,18.71,3.73,4.11,96.6,66.83,Healthcare
2025-07-02,GOOGL,179.85,183.66,184.06,178.37,86727206,2185189801699.7166,25.26,0.0,7.27,213.49,142.23,Communication Services
2025-07-02,GS,456.32,455.17,457.81,451.7,6029671,153372500000.0,12.63,1.94,36.04,610.02,408.08,Financials
2025-07-02,HD,371.71,368.49,373.38,364.3,31571834,383633424657.5343,27.84,2.52,13.24,478.42,337.93,Consumer Discretionary
2025-07-02,HON,209.72,210.4,211.09,208.89,2223288,141897674418.60464,27.02,2.08,7.79,273.5,180.47,Industrials
2025-07-02,IBM,185.29,179.37,187.67,177.36,14266207,160973076923.07693,22.48,3.71,7.98,234.97,124.06,Technology
2025-07-02,INTC,35.53,35.59,35.81,35.43,10181142,137275714285.7143,18.91,1.36,1.88,48.03,32.09,Technology
2025-07-02,INTU,670.6,668.91,678.44,664.02,3698242,180091153846.15387,57.56,0.61,11.62,727.75,445.88,Technology
2025-07-02,ISRG,441.98,446.3,452.66,435.72,9008260,150383695652.17392,46.37,0.0,9.62,551.93,345.65,Healthcare
2025-07-02,JNJ,170.41,173.79,174.32,168.02,33127588,438389189189.1892,16.85,3.05,10.31,215.48,159.24,Healthcare
2025-07-02,JPM,200.16,196.89,202.15,195.48,33655522,550343132530.1205,11.17,2.25,17.63,223.63,165.84,Financials
2025-07-02,KO,64.97,65.61,66.51,64.01,33311455,286118796992.4812,25.39,2.68,2.58,79.77,56.06,Consumer Staples
2025-07-02,LLY,978.21,988.19,1002.4,973.42,8215135,884170000000.0,47.28,1.22,20.9,1162.81,724.41,Healthcare
2025-07-02,LMT,471.55,473.99,478.74,469.39,3244952,113560104166.66667,18.19,2.66,26.06,580.86,344.77,Industrials
2025-07-02,LOW,250.54,250.87,254.45,249.19,8288257,158713673469.38776,18.82,1.74,13.33,286.87,215.09,Consumer Discretionary
2025-07-02,MA,475.13,482.85,483.82,473.02,15401894,452671875000.00006,30.44,0.51,15.86,640.83,438.33,Financials
2025-07-02,MDLZ,72.76,74.53,74.92,72.09,6388062,95680405405.40541,18.94,2.27,3.94,88.06,61.51,Consumer Staples
2025-07-02,MDT,91.68,93.95,95.29,90.7,3764175,120047222222.22221,14.67,3.48,6.4,124.14,86.39,Healthcare
2025-07-02,META,502.23,508.17,512.15,497.5,54118987,1408788118811.881,18.76,0.43,27.09,658.8,390.72,Communication Services
2025-07-02,MMC,220.97,218.83,223.64,216.2,3387724,106870465116.27907,25.69,1.7,8.52,256.54,155.36,Financials
2025-07-02,MRK,125.1,123.64,125.72,123.07,27934158,304344615384.61536,16.85,2.54,7.34,154.93,84.34,Healthcare
2025-07-02,MS,104.98,105.82,106.08,104.41,14676006,174603000000.0,13.57,3.49,7.8,127.16,75.58,Financials
2025-07-02,MSFT,434.22,422.63,436.23,420.51,74884129,3011845977011.494,34.55,0.76,12.23,537.38,314.36,Technology
2025-07-02,NEE,83.81,83.45,84.1,83.24,14170183,172115625000.0,24.05,3.08,3.47,105.51,68.33,Utilities
2025-07-02,NFLX,692.63,682.89,696.03,675.89,30264522,283272888888.88885,46.76,0.0,14.6,831.32,610.49,Communication Services
2025-07-02,NKE,85.36,85.19,85.81,84.15,5903951,127784999999.99998,24.42,0.96,3.49,110.78,74.47,Consumer Discretionary
2025-07-02,NOW,831.37,860.0,870.02,828.42,7035195,177058823529.41174,76.15,0.0,11.29,1153.51,693.96,Technology
2025-07-02,NVDA,494.94,482.53,495.95,479.77,47159911,2702168000000.0,42.32,0.0,11.4,543.44,319.71,Technology
2025-07-02,ORCL,142.39,145.92,146.53,141.24,22296295,415501016949.1525,21.11,1.19,6.91,173.39,100.57,Technology
2025-07-02,PEP,179.34,176.7,181.01,174.38,33184940,230691666666.66666,23.7,2.57,7.46,206.32,147.3,Consumer Staples
2025-07-02,PFE,30.92,30.53,31.13,30.35,12325644,162498387096.7742,12.45,6.11,2.45,37.64,20.38,Healthcare
2025-07-02,PG,173.33,173.45,175.67,172.21,34456214,392147826086.9565,22.6,2.43,7.67,234.1,151.56,Consumer Staples
2025-07-02,PLD,131.56,133.96,135.57,130.5,6283988,128807692307.69232,30.97,2.77,4.33,165.81,100.02,Real Estate
2025-07-02,PM,112.77,112.97,114.42,112.32,4077178,169455000000.0,16.82,5.18,6.72,139.0,81.81,Consumer Staples
2025-07-02,PYPL,69.42,71.11,71.67,69.16,8124054,76189285714.2857,16.86,0.0,4.22,86.54,57.46,Financials
2025-07-02,QCOM,208.13,215.0,216.14,206.31,13031626,225000000000.0,17.42,1.63,12.34,287.49,184.57,Technology
2025-07-02,REGN,1108.26,1124.98,1130.27,1104.82,8945885,117611545454.54547,16.48,0.0,68.26,1339.1,958.66,Healthcare
2025-07-02,RTX,122.91,123.9,124.45,121.84,2540982,163442553191.48938,19.69,2.49,6.29,165.81,98.18,Industrials
2025-07-02,SCHW,77.58,79.34,80.31,76.53,14624156,133886250000.0,20.17,1.24,3.93,89.88,59.0,Financials
2025-07-02,SO,85.03,84.03,85.58,83.45,8440904,86995764705.88235,16.96,3.72,4.95,111.55,71.22,Utilities
2025-07-02,SPGI,445.95,435.12,447.38,431.93,14433707,137157391304.34782,34.66,0.8,12.55,480.63,355.21,Financials
2025-07-02,SYK,363.37,371.76,375.61,360.2,11769011,135642162162.16217,29.83,0.94,12.46,444.55,310.62,Healthcare
2025-07-02,T,20.93,21.25,21.5,20.76,10044659,136607142857.14285,9.16,7.25,2.32,24.25,16.61,Communication Services
2025-07-02,TJX,119.25,121.85,122.6,117.61,4919309,137081250000.0,25.2,1.24,4.84,143.01,101.65,Consumer Discretionary
2025-07-02,TMO,597.01,587.99,598.36,581.87,24272524,223030689655.17245,31.08,0.3,18.92,702.88,389.6,Healthcare
2025-07-02,TSLA,271.53,270.46,274.57,267.34,27224411,884196153846.1537,55.59,0.0,4.87,326.03,196.1,Consumer Discretionary
2025-07-02,TXN,208.91,211.27,214.23,206.48,3595054,190658292682.92685,24.85,2.19,8.5,269.91,147.39,Technology
2025-07-02,UBER,71.55,73.98,74.15,70.66,7972383,143028000000.0,31.57,0.0,2.34,87.34,61.77,Technology
2025-07-02,UNH,586.86,597.63,603.39,580.83,8086263,547827500000.0,23.13,1.1,25.84,672.02,433.27,Healthcare
2025-07-02,UNP,262.3,261.46,265.9,260.46,9238339,158926666666.66666,23.02,1.99,11.36,334.4,208.36,Industrials
2025-07-02,UPS,155.04,154.8,155.81,153.79,4555520,124838709677.41936,18.25,3.28,8.48,195.19,140.1,Industrials
2025-07-02,V,291.28,285.83,293.51,284.21,16038089,571660000000.0,31.69,0.69,9.02,364.89,225.31,Financials
2025-07-02,VRTX,460.92,450.45,464.71,444.7,6837015,117304687499.99998,27.41,0.0,16.43,510.3,368.94,Healthcare
2025-07-02,VZ,45.0,45.71,46.03,44.49,13697925,177761111111.11115,7.99,6.72,5.72,56.81,39.73,Communication Services
2025-07-02,WMT,73.07,72.94,73.71,72.04,9637741,571278321678.3217,31.78,1.09,2.3,82.17,51.92,Consumer Staples
2025-07-02,XOM,119.67,115.26,120.75,114.32,23392037,451631020408.16327,15.9,3.13,7.25,147.65,94.09,Energy
2025-07-02,ZTS,148.01,145.66,149.99,143.75,2501231,66032533333.33333,27.69,0.69,5.26,158.69,105.51,Healthcare
2025-07-03,AAPL,189.91,184.33,191.41,183.57,47615959,2877346341463.4146,30.99,0.48,5.95,207.84,155.53,Technology
2025-07-03,ABBV,175.35,170.99,177.5,168.99,21922852,290448767123.2877,15.22,3.51,11.23,222.26,152.97,Healthcare
2025-07-03,ABT,119.15,117.85,120.84,117.32,21890324,196416666666.66666,22.72,1.89,5.19,133.21,90.41,Healthcare
2025-07-03,ADBE,597.63,603.01,608.09,590.81,11293521,261304333333.33334,46.81,0.0,12.88,761.01,396.48,Technology
2025-07-03,ADP,258.42,255.63,261.61,254.74,5138203,105259411764.70587,26.08,2.03,9.8,340.21,233.65,Financials
2025-07-03,AMD,168.88,169.24,170.85,167.87,9548053,256424242424.24243,39.97,0.0,4.23,185.44,117.74,Technology
2025-07-03,AMGN,304.93,302.52,308.22,300.1,10748675,153739672131.14752,12.45,2.93,24.3,330.61,204.94,Healthcare
2025-07-03,AMT,207.8,212.52,213.65,206.6,10629619,98484878048.78049,29.93,2.34,7.1,271.1,166.68,Real Estate
2025-07-03,AMZN,166.07,164.04,166.71,161.69,78247840,1687268571428.5713,32.18,0.0,5.1,201.11,120.23,Consumer Discretionary
2025-07-03,AVGO,1673.46,1716.6,1725.35,1667.58,33844427,787616470588.2352,34.04,1.62,50.43,2302.07,1517.19,Technology
2025-07-03,BAC,42.39,41.69,43.01,41.29,31755668,310251162790.6977,15.8,2.13,2.64,51.38,34.68,Financials
2025-07-03,BKNG,3778.9,3722.05,3791.83,3696.04,11045621,133993800000.0,20.24,0.0,183.9,4603.65,2517.53,Consumer Discretionary
2025-07-03,BLK,894.01,904.7,915.41,881.14,8235635,139582285714.28574,21.73,2.48,41.63,1163.08,618.99,Financials
2025-07-03,BMY,52.12,51.5,52.82,51.04,14287541,98318181818.18182,12.35,4.33,4.17,61.34,46.22,Healthcare
2025-07-03,BRK.B,449.8,442.92,452.13,441.63,31117157,916386206896.5518,15.89,0.0,27.87,566.39,368.88,Financials
2025-07-03,C,67.2,68.68,69.65,67.01,8231398,132076923076.9231,12.55,4.07,5.47,83.65,60.29,Financials
2025-07-03,CAT,379.29,387.47,391.71,376.31,7990710,201484400000.0,14.85,2.17,26.09,499.18,343.91,Industrials
2025-07-03,CB,236.83,235.82,238.33,232.82,7899324,91440408163.2653,12.57,1.78,18.76,291.25,154.72,Financials
2025-07-03,COST,860.76,876.39,880.5,852.74,16802848,380603657142.8572,36.43,0.51,24.06,956.17,703.18,Consumer Staples
2025-07-03,CRM,268.46,260.92,271.86,259.03,15313465,246688000000.00003,37.22,0.0,7.01,318.47,208.0,Technology
2025-07-03,CVX,164.82,165.65,166.28,163.3,15286661,295621538461.53845,17.15,2.96,9.66,204.35,127.7,Energy
2025-07-03,DIS,115.42,115.23,115.75,114.98,13349672,198848230088.49557,29.83,0.0,3.86,143.81,100.4,Communication Services
2025-07-03,DUK,110.65,109.67,112.14,109.43,9339021,81754000000.0,21.3,3.47,5.15,118.69,93.19,Utilities
2025-07-03,ELV,548.05,556.85,559.69,542.47,14294359,125416666666.66667,17.21,1.04,32.36,687.34,381.8,Healthcare
2025-07-03,GE,175.37,177.44,178.58,173.57,4978491,187579428571.42856,27.99,0.39,6.34,211.17,155.55,Industrials
2025-07-03,GILD,83.54,82.94,84.77,82.34,7302114,98491250000.0,20.34,3.68,4.08,93.38,63.62,Healthcare
2025-07-03,GOOGL,176.32,180.65,181.6,174.65,88484632,2149376770538.2437,29.04,0.0,6.22,208.99,149.13,Communication Services
2025-07-03,GS,470.15,479.32,485.33,466.71,8043472,161510000000.0,13.7,2.29,34.99,646.16,421.17,Financials
2025-07-03,HD,359.25,364.02,367.04,355.93,24354764,378979726027.3973,26.86,2.13,13.55,406.35,243.45,Consumer Discretionary
2025-07-03,HON,205.48,203.35,206.76,202.55,5721840,137143023255.81395,22.69,2.14,8.96,231.74,150.01,Industrials
2025-07-03,IBM,189.42,191.48,192.86,187.39,3637323,171841025641.02563,21.3,3.67,8.99,230.1,171.71,Technology
2025-07-03,INTC,36.73,36.71,36.81,36.44,9383272,141595714285.7143,20.47,1.62,1.79,45.64,31.66,Technology
2025-07-03,INTU,674.62,653.21,680.11,648.38,7791023,175864230769.23077,55.23,0.55,11.83,811.46,439.58,Technology
2025-07-03,ISRG,443.49,451.13,456.43,441.72,13183012,152011195652.1739,45.01,0.0,10.02,514.6,372.32,Healthcare
2025-07-03,JNJ,173.25,175.18,175.9,170.69,13263567,441895495495.49554,16.02,2.62,10.94,191.77,156.46,Healthcare
2025-07-03,JPM,219.14,215.99,222.38,215.06,27841274,603731084337.3494,11.2,2.59,19.28,291.5,179.77,Financials
2025-07-03,KO,69.19,70.69,71.43,68.84,32940143,308272180451.1278,25.34,2.8,2.79,94.94,59.43,Consumer Staples
2025-07-03,LLY,959.04,939.13,964.44,927.84,11589286,840274210526.3158,44.03,1.16,21.33,1143.53,650.07,Healthcare
2025-07-03,LMT,479.42,486.34,492.63,477.37,6792399,116518958333.33333,14.64,2.78,33.22,621.51,394.19,Industrials
2025-07-03,LOW,244.67,246.37,249.55,243.71,9609169,155866734693.87756,22.05,1.68,11.17,309.22,215.76,Consumer Discretionary
2025-07-03,MA,476.38,481.96,487.5,470.17,21603543,451837499999.99994,30.51,0.49,15.8,600.36,391.31,Financials
2025-07-03,MDLZ,76.85,78.03,78.43,76.25,3768281,100173648648.64864,18.78,2.24,4.15,105.02,65.98,Consumer Staples
2025-07-03,MDT,85.14,83.21,86.33,82.5,10992084,106323888888.88889,15.04,3.15,5.53,105.48,69.77,Healthcare
2025-07-03,META,492.46,491.3,496.48,490.12,80389611,1362019801980.198,20.13,0.38,24.41,640.6,398.23,Communication Services
2025-07-03,MMC,218.5,219.89,222.33,215.8,8709574,107388139534.88373,24.5,1.86,8.98,251.89,201.0,Financials
2025-07-03,MRK,134.24,132.34,135.56,131.84,12629568,325760000000.0,15.49,2.87,8.54,154.45,102.19,Healthcare
2025-07-03,MS,100.37,100.86,101.95,99.2,8907053,166419000000.0,10.83,3.13,9.31,124.48,77.95,Financials
2025-07-03,MSFT,449.04,458.56,460.32,446.92,51644198,3267898850574.713,30.84,0.72,14.87,523.24,381.2,Technology
2025-07-03,NEE,84.33,83.3,85.42,82.8,3078058,171806250000.0,20.1,2.74,4.14,101.33,57.3,Utilities
