Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
2025-06-02,GE,176.9,175.72,177.7,173.38,11294838,185761142857.14285,31.56,0.41,5.57,232.96,128.82,Industrials
2025-06-02,GILD,81.3,80.16,81.91,79.77,9704061,95190000000.0,18.84,3.93,4.25,95.68,52.22,Healthcare
2025-06-02,GOOGL,174.99,177.52,178.65,174.15,47733268,2112135977337.1106,24.52,0.0,7.24,227.57,116.61,Communication Services
2025-06-02,GS,454.42,463.17,464.17,447.95,4971440,156068152173.91302,12.63,2.04,36.67,577.8,336.87,Financials
2025-06-02,HD,356.46,353.67,360.89,351.26,13085232,368204383561.64386,26.56,2.29,13.32,386.21,234.14,Consumer Discretionary
2025-06-02,HON,212.25,207.29,213.12,206.01,10640742,139800232558.13953,29.01,2.06,7.15,252.87,151.1,Industrials
2025-06-02,IBM,190.11,190.43,190.97,189.0,6369000,170898717948.71796,23.04,3.35,8.27,211.5,127.8,Technology
2025-06-02,INTC,37.63,37.9,38.03,37.37,9178038,146185714285.71426,20.54,1.48,1.85,43.02,25.82,Technology
2025-06-02,INTU,625.61,608.75,629.8,607.22,12251501,163894230769.23077,70.95,0.57,8.58,773.95,449.44,Technology
2025-06-02,ISRG,464.64,465.84,468.48,461.41,2518306,156967826086.9565,45.23,0.0,10.3,563.86,305.23,Healthcare
2025-06-02,JNJ,169.01,173.12,174.7,168.48,15785361,436699099099.0991,14.62,2.56,11.84,218.6,138.11,Healthcare
2025-06-02,JPM,219.3,221.57,222.1,217.92,12378814,619328192771.0844,14.21,2.26,15.59,271.17,200.64,Financials
2025-06-02,KO,66.13,64.99,66.62,64.14,32317406,283415037593.9849,26.73,2.9,2.43,86.34,42.88,Consumer Staples
2025-06-02,LLY,930.6,923.36,938.81,910.94,31368927,826164210526.3158,48.65,1.32,18.98,1191.15,829.0,Healthcare
2025-06-02,LMT,476.85,467.96,478.57,462.63,9062486,112115416666.66667,16.13,2.43,29.01,507.37,326.5,Industrials
2025-06-02,LOW,244.91,239.53,247.25,237.1,11624658,151539387755.10205,18.72,1.91,12.8,303.91,196.15,Consumer Discretionary
2025-06-02,MA,480.02,483.06,486.31,476.93,28717718,452868750000.0,37.81,0.51,12.78,636.13,391.28,Financials
2025-06-02,MDLZ,76.29,77.34,78.0,75.48,6836406,99287837837.83784,18.43,2.4,4.2,103.16,52.02,Consumer Staples
2025-06-02,MDT,94.49,96.43,97.47,94.0,6972608,123216111111.11111,17.08,3.02,5.65,106.87,69.96,Healthcare
2025-06-02,META,486.81,484.88,493.4,480.82,49653483,1344221782178.2178,22.93,0.42,21.15,591.02,373.74,Communication Services
2025-06-02,MMC,215.66,218.49,218.96,215.18,8837937,106704418604.65115,20.86,1.77,10.47,237.75,188.93,Financials
2025-06-02,MRK,130.51,130.73,131.8,128.72,11518814,321796923076.92303,17.92,2.61,7.3,156.87,118.44,Healthcare
2025-06-02,MS,101.31,103.06,103.46,100.21,3810577,170049000000.0,11.37,3.35,9.06,133.75,94.69,Financials
2025-06-02,MSFT,417.25,419.88,425.47,412.92,72440059,2992248275862.069,32.3,0.65,13.0,500.2,316.72,Technology
2025-06-02,NEE,81.53,82.35,82.55,81.18,6865876,169846875000.0,22.88,2.57,3.6,106.56,59.16,Utilities
2025-06-02,NFLX,686.62,701.85,707.02,682.54,11264375,291137777777.77783,36.75,0.0,19.1,810.87,569.14,Communication Services
2025-06-02,NKE,85.2,84.91,85.42,84.02,5052102,127365000000.0,27.65,1.06,3.07,106.62,76.18,Consumer Discretionary
2025-06-02,NOW,871.56,878.67,880.85,863.58,8663561,180902647058.82352,94.5,0.0,9.3,1176.93,640.95,Technology
2025-06-02,NVDA,513.19,524.4,528.56,509.96,52105765,2936640000000.0,45.64,0.0,11.49,610.14,397.34,Technology
2025-06-02,ORCL,149.99,152.26,153.22,149.68,13956317,433553898305.0847,25.29,1.14,6.02,197.84,117.35,Technology
2025-06-02,PEP,173.8,171.15,176.31,169.56,9923271,223445833333.33334,26.97,2.73,6.35,216.59,116.21,Consumer Staples
2025-06-02,PFE,31.81,31.75,32.04,31.45,14532444,168991935483.87097,10.83,6.03,2.93,38.62,25.79,Healthcare
2025-06-02,PG,177.83,176.03,179.58,175.08,12601875,397980869565.2174,28.45,2.34,6.19,237.26,151.29,Consumer Staples
2025-06-02,PLD,132.4,131.22,132.69,129.73,10109232,126173076923.07692,33.18,2.77,3.95,172.6,109.26,Real Estate
2025-06-02,PM,107.5,104.82,108.27,104.22,3768183,157230000000.0,15.4,4.54,6.81,115.73,86.69,Consumer Staples
2025-06-02,PYPL,70.28,71.95,72.48,70.05,11668228,77089285714.2857,18.7,0.0,3.85,95.06,58.26,Financials
2025-06-02,QCOM,221.12,221.06,222.43,219.53,19096708,231341860465.11627,16.54,1.89,13.37,257.7,150.23,Technology
2025-06-02,REGN,1137.47,1142.37,1150.39,1134.16,8059809,119429590909.0909,18.03,0.0,63.36,1270.47,810.63,Healthcare
2025-06-02,RTX,118.4,118.38,119.41,117.25,13491575,156160851063.82977,18.91,2.53,6.26,131.72,82.8,Industrials
2025-06-02,SCHW,81.91,81.16,82.42,80.88,9120306,136957500000.0,19.25,1.29,4.22,95.58,70.4,Financials
2025-06-02,SO,84.93,84.94,85.93,83.9,4930596,87937882352.94118,15.66,3.55,5.42,96.08,72.38,Utilities
2025-06-02,SPGI,445.48,455.14,460.02,442.49,11348990,143468043478.26086,40.94,0.83,11.12,501.58,315.12,Financials
2025-06-02,SYK,371.97,371.96,376.43,369.39,7176694,135715135135.13515,31.15,0.88,11.94,464.72,258.12,Healthcare
2025-06-02,T,19.4,19.56,19.66,19.13,9263892,125742857142.85713,7.69,7.72,2.54,23.27,16.33,Communication Services
2025-06-02,TJX,124.47,125.26,126.78,124.16,10272725,140917500000.0,26.42,1.2,4.74,161.63,99.0,Consumer Discretionary
2025-06-02,TMO,568.63,561.96,573.61,554.4,22984062,213157241379.31036,31.41,0.31,17.89,671.81,448.59,Healthcare
2025-06-02,TSLA,269.85,274.32,278.24,267.6,21053620,896815384615.3845,59.19,0.0,4.63,311.33,236.2,Consumer Discretionary
2025-06-02,TXN,202.64,198.1,204.41,196.53,7399600,178773170731.7073,24.32,2.56,8.15,239.32,140.4,Technology
2025-06-02,UBER,71.74,72.5,73.57,71.6,11170446,140166666666.66666,27.73,0.0,2.61,96.55,51.64,Technology
2025-06-02,UNH,601.23,611.06,618.39,592.67,20231714,560138333333.3334,23.16,1.16,26.38,710.29,434.86,Healthcare
2025-06-02,UNP,264.87,271.38,271.96,264.33,4642635,164956470588.2353,23.89,2.19,11.36,364.51,205.35,Industrials
2025-06-02,UPS,146.76,146.32,148.49,145.08,11919051,118000000000.0,14.41,2.96,10.15,177.55,112.64,Industrials
2025-06-02,V,302.62,310.05,314.23,299.09,19990775,620100000000.0,27.29,0.67,11.36,370.56,242.67,Financials
2025-06-02,VRTX,499.67,511.45,512.95,492.43,12178198,133190104166.66666,29.06,0.0,17.6,676.04,352.04,Healthcare
2025-06-02,VZ,47.31,47.18,47.89,46.9,6352600,183477777777.7778,9.47,6.76,4.98,60.75,31.15,Communication Services
2025-06-02,WMT,74.44,76.15,76.67,73.74,25549136,596419580419.5804,30.76,1.22,2.48,83.15,51.71,Consumer Staples
2025-06-02,XOM,123.82,125.14,125.54,122.5,23918699,490344489795.91833,15.51,3.15,8.07,137.98,86.5,Energy
2025-06-02,ZTS,150.53,147.2,151.76,146.91,5875635,66730666666.666664,26.96,0.75,5.46,160.77,133.75,Healthcare
2025-06-03,AAPL,197.75,195.61,200.13,193.48,29588431,3053424390243.903,30.35,0.52,6.45,233.17,159.61,Technology
2025-06-03,ABBV,188.41,189.29,190.4,186.62,29203832,321533698630.13696,16.86,3.29,11.23,210.59,169.05,Healthcare
2025-06-03,ABT,120.52,118.38,121.97,117.26,9060609,197300000000.0,22.63,1.66,5.23,147.77,94.11,Healthcare
2025-06-03,ADBE,612.22,616.9,621.76,605.54,12056156,267323333333.33334,43.08,0.0,14.32,725.96,418.95,Technology
2025-06-03,ADP,263.21,267.1,268.44,260.78,10446863,109982352941.17648,30.06,2.17,8.89,294.8,221.49,Financials
2025-06-03,AMD,171.89,166.72,172.49,165.47,31441071,252606060606.0606,47.97,0.0,3.48,200.58,139.2,Technology
2025-06-03,AMGN,312.13,313.29,315.3,308.14,3711981,159212950819.67215,15.83,3.06,19.79,343.72,219.14,Healthcare
2025-06-03,AMT,210.88,211.09,214.21,209.73,3006189,97822195121.95122,27.67,2.58,7.63,268.33,160.25,Real Estate
2025-06-03,AMZN,180.85,181.46,182.97,178.78,48061147,1866445714285.714,33.16,0.0,5.47,237.73,121.83,Consumer Discretionary
2025-06-03,AVGO,1736.97,1775.2,1788.38,1716.24,13157036,814503529411.7648,29.4,1.9,60.38,2136.42,1314.94,Technology
2025-06-03,BAC,41.01,40.34,41.54,39.83,9070309,300204651162.7907,15.29,2.0,2.64,48.23,33.36,Financials
2025-06-03,BKNG,3764.1,3791.25,3836.28,3716.97,12311874,136484999999.99998,21.35,0.0,177.58,5001.31,3099.13,Consumer Discretionary
2025-06-03,BLK,867.19,849.9,871.94,847.2,6638563,131127428571.42857,21.34,2.39,39.83,930.07,586.36,Financials
2025-06-03,BMY,53.88,54.76,55.27,53.41,6786188,104541818181.81818,9.82,4.82,5.58,69.31,44.15,Healthcare
2025-06-03,BRK.B,434.11,433.83,435.42,432.8,17158339,897579310344.8275,20.66,0.0,21.0,524.99,386.82,Financials
2025-06-03,C,64.06,63.38,64.44,63.21,13717756,121884615384.61539,10.64,3.43,5.96,83.56,55.99,Financials
2025-06-03,CAT,366.31,362.41,368.96,360.28,7138078,188453200000.00003,16.14,1.9,22.45,475.5,298.52,Industrials
2025-06-03,CB,252.55,250.81,255.1,249.25,2714930,97252857142.85715,12.18,1.9,20.59,332.52,206.99,Financials
2025-06-03,COST,884.5,896.86,903.54,882.64,30005727,389493485714.2857,36.69,0.5,24.44,992.11,703.24,Consumer Staples
2025-06-03,CRM,280.32,284.01,286.41,277.07,32731285,268518545454.54544,35.36,0.0,8.03,350.52,221.17,Technology
2025-06-03,CVX,167.27,164.72,168.82,163.57,34565546,293961846153.8461,14.45,2.82,11.4,217.85,146.39,Energy
2025-06-03,DIS,110.71,109.9,111.32,108.53,2849838,189650442477.87613,33.74,0.0,3.26,146.98,91.21,Communication Services
2025-06-03,DUK,108.81,109.84,110.88,107.49,11442469,81880727272.72728,16.82,3.66,6.53,135.11,97.69,Utilities
2025-06-03,ELV,542.94,550.26,555.53,540.02,2105304,123932432432.43243,15.98,1.06,34.43,682.14,438.05,Healthcare
2025-06-03,GE,168.43,168.33,170.35,167.22,14625672,177948857142.85715,30.52,0.43,5.52,224.74,144.8,Industrials
2025-06-03,GILD,81.09,80.03,81.74,79.34,4537034,95035625000.0,16.88,3.79,4.74,107.65,60.36,Healthcare
2025-06-03,GOOGL,178.55,174.17,180.67,172.97,88379863,2072277620396.6003,24.79,0.0,7.03,194.96,119.45,Communication Services
2025-06-03,GS,450.15,441.46,451.82,437.49,3629346,148752826086.9565,13.77,2.21,32.06,592.97,311.06,Financials
2025-06-03,HD,357.1,353.95,360.79,349.24,25791221,368495890410.95886,23.11,2.52,15.32,420.96,302.78,Consumer Discretionary
2025-06-03,HON,211.37,214.81,215.49,209.31,11537550,144871860465.11627,22.49,2.19,9.55,237.44,165.52,Industrials
2025-06-03,IBM,187.87,183.08,189.01,180.34,3093176,164302564102.56412,25.26,3.35,7.25,198.39,142.17,Technology
2025-06-03,INTC,36.03,34.81,36.33,34.41,11827648,134267142857.14287,18.07,1.57,1.93,46.49,23.57,Technology
2025-06-03,INTU,658.62,674.34,680.44,657.03,14623000,181553076923.07693,58.68,0.6,11.49,888.22,521.52,Technology
2025-06-03,ISRG,449.36,453.2,455.47,446.47,7333795,152708695652.17392,54.12,0.0,8.37,527.39,316.37,Healthcare
2025-06-03,JNJ,166.16,166.34,166.99,165.11,25588891,419596396396.39636,17.55,3.0,9.48,214.63,111.24,Healthcare
2025-06-03,JPM,202.08,198.47,204.36,197.82,31735928,554759518072.2892,12.63,2.32,15.71,242.41,168.78,Financials
2025-06-03,KO,63.57,64.18,64.84,63.19,13763188,279882706766.91736,26.8,2.88,2.39,82.98,46.37,Consumer Staples
2025-06-03,LLY,964.73,970.12,975.7,952.74,27605297,868002105263.1578,53.41,1.3,18.16,1166.68,720.28,Healthcare
2025-06-03,LMT,472.83,478.23,483.63,471.75,13883037,114575937500.0,18.73,2.79,25.53,599.45,404.11,Industrials
2025-06-03,LOW,252.99,251.54,255.34,249.1,11093449,159137551020.40817,23.78,1.9,10.58,285.24,174.76,Consumer Discretionary
2025-06-03,MA,480.55,490.35,492.6,474.38,23834202,459703125000.00006,33.4,0.48,14.68,534.35,388.61,Financials
2025-06-03,MDLZ,70.02,71.01,71.84,69.73,10802138,91161486486.4865,18.32,2.01,3.88,95.68,49.65,Consumer Staples
2025-06-03,MDT,94.11,94.97,95.42,93.15,9558789,121350555555.55556,14.82,3.16,6.41,109.63,76.63,Healthcare
2025-06-03,META,501.12,493.89,503.85,487.87,81618447,1369200000000.0,20.75,0.37,23.8,664.14,434.21,Communication Services
2025-06-03,MMC,210.89,212.14,214.0,207.98,8725451,103603255813.95348,27.09,1.88,7.83,271.48,146.28,Financials
2025-06-03,MRK,133.8,137.05,137.85,132.44,18255139,337353846153.8462,17.68,2.44,7.75,160.29,92.71,Healthcare
2025-06-03,MS,103.63,104.88,105.46,102.63,11106678,173052000000.0,13.19,3.28,7.95,116.85,87.87,Financials
2025-06-03,MSFT,448.47,442.9,453.77,441.98,51716355,3156298850574.713,33.56,0.77,13.2,503.26,320.38,Technology
2025-06-03,NEE,78.91,79.98,80.23,78.14,14640512,164958750000.0,21.43,2.59,3.73,99.93,62.76,Utilities
