Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
02-06-2025,SEM,184.81,186.05,187.97,184.35,9515899,30868663913,24.7,3.96,7.53,217.78,133.78,Utilities
02-06-2025,AZH,81.86,82.65,83.97,81.04,10501119,57801469034.03198,25.11,2.1,3.29,89.52,70.5,Consumer Discretionary
02-06-2025,CKL,229.31,226.24,230.58,223.27,13781297,93055703163.52658,19.35,1.21,11.69,288.44,170.23,Consumer Discretionary
02-06-2025,LSA,132.1,133.09,133.69,129.76,13427106,36511959403.08145,19.49,3.04,6.83,149.31,86.67,Healthcare
02-06-2025,WDY,82.46,84.62,84.85,82.13,14607378,69178071259.57681,18.43,3.1,4.59,112.43,56.3,Real Estate
02-06-2025,NZI,63.44,64.36,64.6,62.22,14595719,31740578405.437866,27.64,1.89,2.33,68.85,42.05,Consumer Discretionary
02-06-2025,VKE,211.78,213.7,214.97,208.34,11258806,67083622441.94031,23.93,2.24,8.93,228.15,151.09,Communication Services
02-06-2025,LND,278.86,281.43,284.93,273.46,13979883,11979022800.678427,14.03,0.6,20.06,310.16,203.9,Financials
02-06-2025,MUG,126.65,127.38,129.78,126.25,3614415,84111515321.20099,16.47,2.41,7.73,156.75,97.16,Financials
02-06-2025,WUP,221.14,226.9,229.46,219.82,11219430,99855930687.07455,31.35,0.92,7.24,279.9,187.9,Technology
02-06-2025,QMS,202.19,204.93,206.99,200.2,14372678,66043733232.40891,22.24,4,9.21,259.71,185.7,Real Estate
02-06-2025,KED,120.78,118.37,121.9,117.41,5277876,40843207019.89339,27.74,0.79,4.27,140.05,91.16,Industrials
02-06-2025,WZG,188.47,187.84,191.28,186.83,14641122,90309408934.00276,32,0.73,5.87,247.07,131.7,Communication Services
02-06-2025,GFF,153.05,153.11,155.47,152.22,9786363,5691720043.790472,13.42,1.93,11.41,167.65,120.35,Communication Services
02-06-2025,OHU,68.58,68.69,69.69,67.21,1115449,7654561966.773029,16.04,1.26,4.28,88.07,47.05,Financials
02-06-2025,PKT,164.8,169.47,169.8,162.92,7781832,14531316391.58662,27.37,3.15,6.19,225.01,149.16,Consumer Discretionary
02-06-2025,OEI,267.38,266.43,271.45,263.71,10522667,48785069629.842964,43.88,1.1,6.07,280.85,216.82,Technology
02-06-2025,QWF,297.38,299.7,301.93,294.99,5338445,30694711206.113125,27.7,2.98,10.82,341.08,251.78,Healthcare
02-06-2025,BNS,117.45,119.05,119.91,115.25,7011990,5029832826.239984,18.57,3.16,6.41,147.64,82.77,Financials
02-06-2025,BJM,139.64,141.33,142.24,137.42,11150744,63034768246.94812,13.46,1.88,10.5,173.97,103.91,Energy
02-06-2025,EPM,190.39,188.34,193.02,184.9,3869048,58994663966.84821,21.8,3.31,8.64,207.98,145.78,Utilities
02-06-2025,LND,139.1,142.94,143.15,136.99,3954491,22850942133.274006,16.54,2.98,8.64,157.57,103.88,Communication Services
02-06-2025,FMC,244.77,251.24,255.74,243.41,1563813,66084256532.512955,28.72,1.38,8.75,274.14,199.57,Materials
02-06-2025,DPD,129.19,130.22,131.62,127.03,13879481,87002838689.37065,19.53,4.01,6.67,165.03,90.65,Utilities
02-06-2025,XGM,94.12,95.99,97.62,92.77,7513334,34351075935.47834,20.17,2.79,4.76,128.21,73.06,Communication Services
02-06-2025,YHP,21.15,20.7,21.5,20.39,4268684,20824201178.275166,17.66,2.34,1.17,25.36,18.91,Industrials
02-06-2025,SJP,186.39,182.34,187.12,181.83,14358775,63779683597.74096,21.09,2.61,8.65,221.85,167.3,Materials
02-06-2025,ANP,277.41,281.29,284.13,275.98,13449796,98168810105.55682,34.44,3.31,8.17,306.46,244.56,Communication Services
02-06-2025,BJY,222.5,227.43,230.07,220.68,10121158,88894357675.43352,34.52,1.87,6.59,274.38,173.79,Consumer Discretionary
02-06-2025,QYS,247.91,246.46,250.4,244.46,4042623,48724588416.97394,22.2,1.9,11.1,271.96,175.37,Consumer Discretionary
02-06-2025,LUX,38.48,38.36,38.66,37.82,14187214,66970699760.710945,24.06,4.9,1.59,40.98,28.98,Consumer Staples
02-06-2025,FQA,224.42,222.87,227.82,218.68,14662893,17651683929.908638,28.36,2.77,7.86,288.48,190.34,Consumer Discretionary
02-06-2025,TAH,126.02,129.73,131.89,125.32,1954711,2464188237.637237,34.27,3.07,3.79,161.69,112.93,Financials
02-06-2025,VJX,296.09,301.01,304.47,294.51,3103318,89087528863.19395,26.99,0.06,11.15,371.87,272.54,Technology
02-06-2025,GXN,146,147.8,148.34,144.6,12757204,10815477277.699678,28.29,1.97,5.22,168.97,127.16,Communication Services
02-06-2025,IMN,115.82,115.91,116.52,115.29,2613338,24157914304.438583,18.08,3.35,6.41,155.85,75.86,Healthcare
02-06-2025,HHK,46.34,46.97,47.61,45.93,1550134,45431153494,29.94,2.43,1.57,58.94,33.37,Consumer Staples
02-06-2025,GZQ,282.28,288.52,293.21,277.5,11389467,85752600799.20926,25.54,1.19,11.3,304.71,244.34,Industrials
02-06-2025,FEK,217.45,212.21,220.39,211.78,6541317,75776731184.66766,32.53,1.76,6.52,245.22,138.16,Industrials
02-06-2025,FDC,15.16,15.12,15.39,14.99,14937999,85474778281.06851,13.78,3.33,1.1,20.31,10.37,Industrials
02-06-2025,CCY,264.48,257.33,264.99,255.1,3890199,52519183876.80745,16.95,4.75,15.18,301.91,221.08,Real Estate
02-06-2025,YAU,140.62,137.36,140.99,136.09,10326355,97388428646.13084,11.21,2.24,12.25,176.91,106.02,Energy
02-06-2025,YLC,73.48,72.5,74.5,72.22,8170089,97814471244.56398,12.22,1.8,5.93,79.75,64.26,Financials
02-06-2025,BGT,253.16,249.73,256.84,247.42,2716610,89482904513.02792,34.66,1.84,7.21,301.31,229.48,Healthcare
02-06-2025,AFV,267.2,274.98,278.37,266.57,3229080,96405967635.86281,25.94,3.35,10.6,309.2,193.06,Financials
02-06-2025,PCJ,144.61,142.43,145.24,141.54,3431995,56888703208,23.49,3.63,6.06,180.54,109.12,Utilities
02-06-2025,ZCX,44.48,44.51,44.96,44.34,9685802,26701558233.318672,44.89,1.92,0.99,47.58,32.17,Technology
02-06-2025,CWB,127.47,127.05,127.67,125.28,11697937,14789450775.044493,26.32,1.83,4.83,144.44,99.75,Industrials
02-06-2025,VPU,219.1,216.01,222.97,213.18,6420360,51188386219.74453,12.48,1.87,17.31,281.58,198.7,Healthcare
02-06-2025,HZQ,169.53,172.27,174.98,168.87,12554286,74557489306.79564,33.48,2.35,5.15,230.92,162.06,Materials
02-06-2025,YKV,142.58,144.7,147.54,142.37,3527636,36069220743.97396,22.34,4.88,6.48,171.52,117.22,Real Estate
02-06-2025,MIX,47.71,46.6,48.61,46.4,4306973,72631354026.73532,12.47,2.21,3.74,60.56,41.39,Industrials
02-06-2025,ZAP,20.09,19.93,20.37,19.59,13083965,88391075837.20038,29.1,2.96,0.68,23.51,17.71,Financials
02-06-2025,UIF,65.32,67.18,67.26,64.28,8712954,47688744972.11625,14.95,3.46,4.49,73.05,63.01,Real Estate
02-06-2025,TYO,174.02,172.19,174.47,169.55,4304616,75517709329.63493,28.06,4.04,6.14,224.66,137.68,Real Estate
02-06-2025,XBS,103.35,104.1,105.48,101.91,8792851,36800251558.97098,27.31,0.6,3.81,113.15,79.56,Industrials
02-06-2025,QBX,17.92,17.79,18.26,17.55,4186528,78184326418.81898,34.68,3.2,0.51,18.81,12.76,Communication Services
02-06-2025,QHB,210.8,212.33,216.27,209.17,4125991,21703582683.599934,8.24,2.65,25.77,243.46,198.17,Energy
02-06-2025,FZC,46.45,45.48,47.29,44.9,3835618,21909488112.519783,26.46,0.84,1.72,53.95,35.36,Technology
02-06-2025,DGZ,57.64,56.27,58.58,55.85,4371786,83487237758.68036,22.53,2.31,2.5,64.31,48.81,Utilities
02-06-2025,PMP,239.33,238.85,241.67,234.28,13585719,2222821205.621484,34.92,0.94,6.84,263.83,173.72,Communication Services
02-06-2025,PFY,294.43,302.3,303.07,291.96,971712,2291162103,14.03,2.38,21.55,405.77,219.91,Energy
02-06-2025,BNE,218.7,223.76,224.8,217.33,4598786,39101938095.90438,28,4.47,7.99,241.72,185.03,Real Estate
02-06-2025,MWR,69.69,69.92,70.66,68.92,2365709,32400576580.203037,33.5,0.86,2.09,88.58,63.22,Financials
02-06-2025,VZ,87.8,86.55,88.93,85.13,13800819,697017218141.1198,28.15,2.34,3.07,101.96,65.63,Communication Services
02-06-2025,YKT,113.59,116.46,118.53,112.29,4755851,21258407332.79765,32.35,2.2,3.6,134.47,100.18,Financials
02-06-2025,EHH,228.9,230.36,234.12,225.71,12985748,15747256788.197004,44.89,0.04,5.13,266.8,209.37,Technology
02-06-2025,ROF,274.26,279.54,282.77,269.84,1050443,34744613321.77234,28.08,2.6,9.96,362.17,189.26,Consumer Staples
02-06-2025,PQC,133.66,133.85,135.4,133.27,1811985,31037331905.953888,16.27,3.34,8.23,153.2,94.24,Healthcare
02-06-2025,DIS,152.13,148.45,153.5,148,5003502,434963868530.3236,14.32,3.21,10.37,161.97,101.76,Communication Services
02-06-2025,KTU,93.63,92.07,95.26,91.87,6560521,23977554008.803574,18.97,2.71,4.85,97,62.31,Materials
02-06-2025,ZTM,168.62,168.36,171.68,165.96,4731301,6213053627,21.2,1.73,7.94,223.07,138.22,Consumer Discretionary
02-06-2025,NMF,213.15,216.02,216.82,209.63,13064772,99173041150.90712,26.61,1.65,8.12,232.01,141.42,Industrials
02-06-2025,HNB,126.34,126.95,127.23,125.43,5000797,83595108165.28258,20.77,2.34,6.11,154.11,90.84,Financials
02-06-2025,DDO,187.19,183.05,189.72,181.02,14391028,5307774678.387122,25.53,2.67,7.17,195.6,151.66,Communication Services
02-06-2025,NGB,127.51,128.46,130.57,126.21,1730176,1685617724.7953486,31.36,0.96,4.1,146.45,119.16,Financials
02-06-2025,FGQ,183.96,179.68,184.35,176.5,1779600,37487866552.63288,32.62,1.9,5.51,196.05,123.24,Industrials
02-06-2025,QXB,95.37,92.7,96.53,92.54,4974743,73743637947.97386,26.79,0.57,3.46,100.08,65.6,Technology
02-06-2025,UOP,200.13,196.25,200.42,193.06,14723532,48831075383.06295,22.71,2.75,8.64,240.81,171.8,Financials
02-06-2025,IHB,174.38,176.01,177.78,172.98,11565694,49960587837.095276,32.77,3.28,5.37,191.3,165,Materials
03-06-2025,ZAR,123.7,126.01,128.5,122.2,2925203,4884257529.227755,12.59,3.36,10.01,149.21,115.47,Consumer Staples
03-06-2025,TCW,136.6,134.36,137.54,133.97,2699312,47696438104.40266,34.8,4.9,3.86,171.98,87.99,Real Estate
03-06-2025,BQN,285.59,283.74,291.29,282.23,546068,37448065056.43552,13.22,1.9,21.46,342.61,265.51,Healthcare
03-06-2025,VEZ,167.04,165.26,168.88,164.84,8258769,15255034985.663918,18.03,1.62,9.17,174.93,143.66,Healthcare
03-06-2025,QVD,251.58,255.44,259.78,250.82,7489719,5397327412,38.95,1.7,6.56,278,174.88,Technology
03-06-2025,SIY,53.24,54.16,54.7,53.13,12227008,28248315053.798756,30.56,2.06,1.77,72.85,44.06,Consumer Discretionary
03-06-2025,XEQ,196.76,193.31,197.05,191.63,4773254,96738241604.91331,32.75,3.1,5.9,256.82,159.75,Communication Services
03-06-2025,RGZ,125.84,126.44,128.89,124.88,9933886,5178588279.647137,30.79,2.12,4.11,160.72,93.25,Consumer Discretionary
03-06-2025,YUO,138.43,138.34,139.45,137.11,14836697,56232375515.983345,26.72,3.28,5.18,145.34,109.09,Industrials
03-06-2025,PIF,171.18,170.99,172.86,169.58,8976677,74381627111,33.25,1.11,5.14,222.1,134.51,Communication Services
03-06-2025,JSJ,217.23,214.43,220.99,213.56,8853266,26420615422.035477,29.22,0.96,7.34,259.46,179.94,Technology
03-06-2025,PLV,286.83,294.99,300.55,286.22,7125100,35593023031.06681,30.79,2.29,9.58,314.06,214.75,Industrials
03-06-2025,VVW,43.4,43.76,44.39,42.91,10961544,7383877414.0979185,13.99,2.67,3.13,54.28,30.33,Energy
03-06-2025,XFG,149.73,149.38,151.88,146.98,3697706,10192798476.455292,20.51,2.24,7.28,185.84,106.99,Industrials
03-06-2025,SWD,205.27,203.58,205.48,202.6,5739420,45272541995.042694,22.06,3.13,9.23,217.45,174.36,Financials
03-06-2025,SEB,259.43,257.32,260.16,256.29,2862207,63914310900.52852,26.87,1.21,9.58,274.73,236.67,Materials
03-06-2025,VAJ,243.93,251.02,251.39,242.1,13549523,22731909184.356903,32.68,2.34,7.68,303.96,210.35,Real Estate
03-06-2025,KZA,76.96,77.34,78.4,76.59,6688628,68440224093.90353,19.43,3.08,3.98,95.89,51.93,Healthcare
03-06-2025,VPP,166.73,161.73,167.07,160.88,11128602,38315038009.008896,11.28,1.88,14.34,181.37,119.73,Energy
03-06-2025,FZV,39.82,39.66,40.06,39.32,14565619,64149262165,27.31,3.36,1.45,41.69,28.16,Industrials
03-06-2025,LBU,278.03,282.64,284.9,273.81,9307383,78672901747.61743,22.12,1.32,12.78,315.13,263.98,Materials
03-06-2025,ULE,285.8,293.77,298.83,285.17,1685694,16318824816.411758,24.24,3.29,12.12,327.69,250.18,Consumer Discretionary
03-06-2025,IOX,88.25,85.76,88.54,84.07,1171508,34527377776.44939,14.83,2.29,5.78,103.55,74.26,Industrials
03-06-2025,QQK,116.72,115.25,117.49,114.55,11594847,36954363692.68265,30.2,2.68,3.82,136.6,94.25,Communication Services
03-06-2025,BXW,37.93,38.5,39.05,37.2,1788902,19449205067.724846,12.77,2.4,3.01,47.58,29.61,Financials
03-06-2025,TJL,166.9,163.62,169.72,161.1,7826431,9332826957,23.52,2.92,6.96,188.96,119.91,Consumer Discretionary
03-06-2025,HUW,225.14,227.01,230.49,224.11,14316783,70952796842.40334,13.55,1.71,16.75,274.32,167.01,Financials
03-06-2025,CLL,137.81,137.85,139.76,135.73,5413585,40369923873.457695,24.45,1.13,5.64,170.82,119.21,Financials
03-06-2025,URQ,96.59,98.66,100.24,94.85,1900154,47201963502.62685,29.08,1.88,3.39,131.8,87.47,Industrials
03-06-2025,ZPL,111.47,112.79,113.06,111.3,2945834,85605738675.15263,19.98,2.11,5.65,119.27,82.31,Consumer Discretionary
03-06-2025,WBV,48.57,48.72,49.51,48.3,5421371,13831997537.421642,31.04,3.43,1.57,61.73,39.63,Real Estate
03-06-2025,AXP,87.28,87.83,89.02,86.2,14904272,72677774926.62473,28.09,2.44,3.13,94.18,83.26,Real Estate
03-06-2025,KMG,30.64,29.98,30.74,29.72,6603398,23803988247.00798,20.99,0.75,1.43,36.22,22.49,Communication Services
03-06-2025,GFJ,133,135.91,136.74,131.68,10441088,47704271717.82992,15.85,2.71,8.57,178.24,126.14,Energy
03-06-2025,SDT,268.99,269.33,273.87,263.88,13012803,36120659040.20349,12.23,2.07,22.02,284.62,252.29,Energy
03-06-2025,FSV,60.36,61.29,61.45,59.41,4536277,78562816572.06262,21.3,1.32,2.88,70.55,50.56,Consumer Discretionary
03-06-2025,LVJ,33.95,34.9,35.49,33.27,11211752,78853350361,17.6,1.33,1.98,41.44,32.44,Financials
03-06-2025,XXC,211.45,205.68,215.66,205.21,4533264,33827693397.522835,29.97,2.72,6.86,239.96,191.53,Healthcare
03-06-2025,WJS,299.86,298.62,303.2,293.35,5901303,95350942670.18393,24.46,1.09,12.21,379.07,223.43,Industrials
03-06-2025,UAP,15.87,16.33,16.38,15.8,11820508,18925472191.72451,33.63,0.82,0.49,19.26,15.23,Communication Services
03-06-2025,FAH,198.77,194.58,199.64,193.51,4356519,73504323998.71684,17.6,0.66,11.06,243.94,130.65,Financials
03-06-2025,HJH,267.22,273.11,274.21,265.7,13041398,57313255014.51224,22.66,2.56,12.05,342.24,216.37,Utilities
03-06-2025,DKI,18.75,18.82,19.03,18.55,11638951,49449949555.27464,25.66,1.33,0.73,24.79,16.46,Healthcare
03-06-2025,EGA,111.88,110.56,113.74,109.31,14330842,47021685524.26612,28.47,0.67,3.88,135.6,98.9,Technology
03-06-2025,ULD,299.63,295.08,303.31,289.67,11144699,82957328721.60081,44.79,0.01,6.59,323.14,236.2,Technology
03-06-2025,EZF,141.79,139.48,141.98,137.7,10066210,83207728508.46814,21.18,0.6,6.59,161.66,113.76,Technology
03-06-2025,ZKJ,213.15,216.06,216.75,209.3,10853340,81336064671,21.04,3.39,10.27,278.31,150.48,Utilities
03-06-2025,EKK,128.38,125.71,130.45,123.8,1870001,29884221601.16905,15.04,1.87,8.36,167.99,110.71,Materials
03-06-2025,OFB,104.17,104.88,105.05,103.11,8480339,4259237678.060696,18.57,2.63,5.65,111.66,75.49,Consumer Discretionary
03-06-2025,QPD,261.61,258.21,262.59,256.83,2076935,95220771577,22.94,4.27,11.26,307.39,175.36,Real Estate
03-06-2025,TOL,274.85,276.64,277.71,272.95,11681219,93960065437.24457,34.94,2.21,7.92,366.72,261.22,Financials
03-06-2025,QGJ,210.38,215.2,217.97,209.14,850781,10469396682.488956,21.05,2.01,10.22,247.66,146.41,Consumer Staples
03-06-2025,SEZ,179.55,184.27,187.38,176.59,954124,10095148339.826511,12.23,1.52,15.07,229.14,146.18,Financials
03-06-2025,VSA,20.74,21.12,21.54,20.35,10510520,29157880329.335827,31.01,3.16,0.68,24.53,16.91,Consumer Discretionary
03-06-2025,BAC,146.69,150.08,150.59,145.72,7857506,487322126581.3566,17.5,3.39,8.58,186.63,116.05,Consumer Staples
03-06-2025,DXR,71.62,71.38,72.61,70.53,8565064,67087746675.40796,24.82,0.75,2.88,78.77,60,Materials
03-06-2025,FNS,55.58,55.32,56.3,54.71,12436054,59642422191.13381,14.8,1.41,3.74,61.02,38.78,Financials
03-06-2025,VVZ,167.61,164.78,169.89,162.77,2073755,14690125747.386606,17.2,0.85,9.58,178.2,144.94,Consumer Discretionary
